module_id,module_code,module_title,department,primary_lead_name,omission_reason,description_preview,gap_aspect_count
module_c0a61f03803a9da4,EN3621,EN3621 - English Special Project,Department of Arts and Humanities,Professor Jago Morrison,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"This module asks you to produce a 10,000‑word extended piece of work - a 500‑word plan followed by a 9,500‑word dissertation - where you carry out independent r...",0
module_c0b312a2f17d4158,CE2619,CE2619 - Fluid Mechanics and Hydraulics,Department of Civil and Environmental Engineering,Dr Abiy S. Kebede,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"Aims: To deepen students’ understanding of engineering fluid mechanics, hydraulics and hydrological processes; to enable students to apply these concepts to rel...",0
module_c0cd61ddb41fba63,APPLIEDRESEARCH,Applied Research,Department of Health Sciences,Dr Cristina Asenjo Palma,Narrow Domain (Below Interdisciplinary Aspect Thresholds),This inter-professional module will develop the student’s ability to critically understand and conceptualise the process of research and improvement in health a...,0
module_c0f9ab9486c4076f,PP3629,PP3629 - European Union Politics: Problems and Prospects,"Department of Social Sciences, Media and Communications",Dr Katja Sarmiento-Mirwaldt,Narrow Domain (Below Interdisciplinary Aspect Thresholds),In this module students will discuss the development and functioning of the EU from its inception to the present day and be introduced to and learn to evaluate ...,0
module_c118b133676f5ea1,NURSINGPRACTICEMODULEFORPART2,Nursing Practice Module for Part 2,Department of Health Sciences,Dr Allison Wiseman,Narrow Domain (Below Interdisciplinary Aspect Thresholds),This module builds upon the knowledge and skills learnt in practice in part 1 and part 2 of the theory and skills module. It will enable the nursing student to ...,0
module_c17c34b91533270a,SO2614,SO2614 - Sociology of Everyday Life: Issues in Contemporary Culture,"Department of Social Sciences, Media and Communications",Professor John Roberts,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"In this module you will consider the meanings of ordinary, ‘everyday’ processes and actions in society, by examining what everyday life consists of and the rele...",0
module_c2a95a6edcafb434,PX3615,PX3615 - Slavery and Abolition,Department of Social and Political Sciences,Dr Inge Dornan,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"This module examines the evolution and expansion of the transatlantic slave trade, exploring the motives and wider forces that shaped the development of Atlanti...",0
module_c3d33e482b08334b,EN3621,EN3621 - English Special Project,Department of Arts and Humanities,Dr Thaleia Deniozou,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"The English Special Project offers third year students a crucial opportunity to undertake extended independent research, developing their critical and creative ...",0
module_c40437bf2c1f1cef,ED5704,ED5704 - Disciplines in Education,Department of Education,Dr Saima Salehjee,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"The aims of this study block are to understand the major disciplines underpinning the study of education, with a particular focus on the philosophy, history, so...",0
module_c4213c74fe9e9e24,CW5XXX,CW5XXX - How to Write a Novel,Department of Arts and Humanities,Professor Jago Morrison,Sparse / Missing Syllabus Description,,0
module_c48f86979c3040b4,,Structural Dynamics and Seismic Design,Department of Civil and Environmental Engineering,Dr Esmaeel Esmaeeli,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"This module aims to enhance the student’s perception on the dynamic behaviour of deformable bodies, to further develop the student’s knowledge on structural mec...",0
module_c53113227eb67395,LX5553,"LX5553 - The Migrant, The State and the Law",Department of Social and Political Sciences,Dr Anna Tuckett,Narrow Domain (Below Interdisciplinary Aspect Thresholds),This module aims to provide a critical and theoretical overview of the central features of migration and refugee law and policy. You will assess the legal and p...,0
module_c61b9211bf8bb008,,Advanced Vehicle Dynamics and Advanced CAD,Department of Mechanical and Aerospace Engineering,Dr Dong Zhang,Narrow Domain (Below Interdisciplinary Aspect Thresholds),Main aims: To enable students to model and analyse complex dynamics of automotive vehicles. To introduce students to the applications and challenges of vehicle ...,0
module_c634f61eda364a76,ED5619,ED5619 - Education Studies III,Department of Education,Dr Sarmin Hossain,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"Examples of Curriculum Enhancements that have previously been on offer have been in relation to Bilingualism, Culture and Identities (BCI), Mathematics, Mathema...",0
module_c63b025383ef9872,,Further English Training,Department of Electronic and Computer Engineering,Dr Monica Pereira,Narrow Domain (Below Interdisciplinary Aspect Thresholds),The module aims to develop your English level in all 4 skills to B2/IELTS 5.5 or equivalent.,0
module_c6c486180ee47c35,,Writing and Difference,Department of Arts and Humanities,Professor Jago Morrison,Narrow Domain (Below Interdisciplinary Aspect Thresholds),Identity and difference have become two of the most important cultural and political terms in our fractured present. It seems these days that our identities are...,0
module_c7913b856a4e287f,,Advanced Materials and Manufacturing,Department of Mechanical and Aerospace Engineering,Dr Nithin Amirth Jayasree,Narrow Domain (Below Interdisciplinary Aspect Thresholds),This module aims to provide a comprehensive understanding of properties of various types of materials used in vehicles and materials choices for lightweight and...,0
module_c7bf4d4ff7e06f3f,SA5635,SA5635 - Ethnographic Research,"Department of Social Sciences, Media and Communications",Dr Luke Heslop,Narrow Domain (Below Interdisciplinary Aspect Thresholds),To introduce students to the methods employed by anthropologists when undertaking ethnographic research and to prepare students for the field research on which ...,0
module_c7da21dabdcf47f7,SC3602,SC3602 - Advanced Research Skills for Social and Political Sciences,"Department of Social Sciences, Media and Communications",Professor Nicola Ansell,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"This module introduces you to the research and writing process for your dissertation or Major Final Project, helping you build the reading, writing and analytic...",0
module_c8591ef3d72c3392,PP2627,PP2627 - Issues in American Politics,"Department of Social Sciences, Media and Communications",Dr Victor Jatula,Narrow Domain (Below Interdisciplinary Aspect Thresholds),This module aims to familiarise students with contemporary issues on the American political agenda and to demonstrate the ways in which politicians adapt policy...,0
module_c9cd18d1311d3b8f,FM5608,Public Relations and Propaganda,"Department of Social Sciences, Media and Communications",Dr Billur Ozgul,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"This module explores how public relations emerged as part of the burgeoning propaganda industry in the early part of the twentieth century and how even today, p...",0
module_cc316ec11b03dbfa,,Evidence Based Practice & Research 1,Department of Health Sciences,Ms Tai Frater,Narrow Domain (Below Interdisciplinary Aspect Thresholds),The module aims to enable students to begin to use occupational therapy skills and engage in the realities of a practice setting under the supervision of a prac...,0
module_cd229f51ade9f1f9,MA1631,MA1631 - Linear Algebra,Department of Mathematics,Dr Anne-Sophie Kaloghiros,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"This module aims to enable students to understand and become proficient in basic linear algebra and the algebra of complex numbers, to determine the eigenvalues...",0
module_cd4269d8c65c3fdf,SP3622,SP3622 - Critical Issues in Sport,Department of Life Sciences,Miss Sara Horne,Sparse / Missing Syllabus Description,,0
module_cd572146dd34ff85,FM2631,FM2631 - Critical Perspectives,Department of Arts and Humanities,Dr Paul Moody,Narrow Domain (Below Interdisciplinary Aspect Thresholds),This module uses classic and more recent critical frameworks in film studies to provide readings and interpretations of film and television. Influential theorie...,0
module_cd5f07ea68cd6354,ME5696,ME5696 - Principles of Heat Transfer,Department of Mechanical and Aerospace Engineering,Professor Tassos Karayiannis,Narrow Domain (Below Interdisciplinary Aspect Thresholds),To demonstrate comprehensive knowledge and understanding of the advanced theory and practical concepts of single and two-phase heat transfer. To demonstrate com...,0
module_d09730d88b73fdae,MS1707,"Hormones, Regulation and Excretion",Brunel Medical School,Unassigned Lead,Sparse / Missing Syllabus Description,,0
module_d1a139f011fadaeb,CO3619,CO3619 - Political Satires & Comedy,"Department of Social Sciences, Media and Communications",Dr Simon Weaver,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"This module provides students with a sophisticated and critical knowledge and understanding of the relationships between politics, satire and comedy. These rela...",0
module_d2e39193d8faa4be,FM2641,FM2641 - Alternative Film and Video Practices,Department of Arts and Humanities,Dr Paul Moody,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"If you are interested in alternative or more experimental approaches to filmmaking, then this module is for you. Exploring a range of examples from distinct per...",0
module_d32108cd26aa298d,PX2613,PX2613 - Historians and their Craft,Department of Social and Political Sciences,Dr Will Rollason,Narrow Domain (Below Interdisciplinary Aspect Thresholds),This module will bridge between the Level 1 module ‘What is History?’ and the Level 3 Dissertation by introducing students to some of the methodological and the...,0
module_d3ec43143bab1460,CY3609,CY3609 - Psychosocial Perspectives on Crime and Violence,"Department of Social Sciences, Media and Communications",Dr Anamika Twyman-Ghoshal,Narrow Domain (Below Interdisciplinary Aspect Thresholds),An interdisciplinary module which explores the psychosocial underpinnings of crime and violence in the contemporary world. It offers students the opportunity to...,0
module_d40051d13205ae33,CS5704,Research Project Management,Department of Computer Science,Dr Steven Sam,Narrow Domain (Below Interdisciplinary Aspect Thresholds),This module aims to develop and deploy the skills necessary to design a scholarly piece of research work to address an identified problem area within the chosen...,0
module_d4b0a1ddf4855574,JR307,Journalism Practice Project & Portfolio,"Department of Social Sciences, Media and Communications",Dr Magali Peyrefitte,Narrow Domain (Below Interdisciplinary Aspect Thresholds),The practice project aims to extend students’ understanding of journalism practice and principles through the planning and execution of a mini-portfolio that ai...,0
module_d5990dcb2ffbe0be,ED3702,ED3702 - Educational Work Placements 3,Department of Education,Dr Paula Zwozdiak-Myers,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"This study block aims to provide an opportunity to apply and transfer knowledge between education research theory and practice, to apply these disciplines withi...",0
module_d5f5807281f3e518,,EE5626 - Advanced Electronic and Electrical Engineering Group Project,Department of Electronic and Computer Engineering,Dr Ioana Pisica,Sparse / Missing Syllabus Description,,0
module_d62424679a1371d9,MG5596,MG5596 - Strategic Management,Brunel Business School,Dr Amir Ashrafi,Saturated / Fully Covered by Primary Lead,"During this module, students will discover the issues and challenges that confront managers responsible for strategic management in potentially complex, hostile...",1
module_d6a92df053625a1b,SA5623,SA5623 - Understanding Childhood and Youth,"Department of Social Sciences, Media and Communications",Professor Peggy Froerer,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"This module will introduce you to the study of childhood and youth as they are constructed and practiced in different social, cultural and economic settings. Th...",0
module_d6f8eb4f4fccf728,CY5605,CY5605 - Relational and Restorative Practices,Department of Social and Political Sciences,Professor Peggy Froerer,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"This module examines the conception, application, and practice of Relational and Restorative Practices (RRP) and Restorative Justice (RJ) in the criminal justic...",0
module_d714b3d3f2813d18,ENHANCINGSKILLSFORNURSINGPRACTICE(CHILD),Enhancing Skills for Nursing Practice (Child),Department of Health Sciences,Dr Mark Wareing,Narrow Domain (Below Interdisciplinary Aspect Thresholds),This module will build on and enable the nursing student to further develop their knowledge and clinical skills set. This will involve building upon knowledge a...,0
module_d7de8f3068b7b9b8,SP36GG,The Application of Sport Science to Coaching: Working with Teams,Department of Life Sciences,Dr Rich Mullen,Narrow Domain (Below Interdisciplinary Aspect Thresholds),This module aims to develop an understanding of effective team coaching and enhance awareness of the multidisciplinary nature of contemporary sports coaching. S...,0
module_d832a7ba4c5df1e9,DR3628,DR3628 - Acting 3: Advanced Acting,Department of Arts and Humanities,Dr Emily Baines,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"Advance your acting skills to a professional level. Elevate your acting in this performance-focused module. Intensive workshops, rehearsals, and theatre product...",0
module_d8fe486771ed8e8b,CY36XX,"CY36XX - Housing, Harm and Inequality","Department of Social Sciences, Media and Communications",Dr Magali Peyrefitte,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"The module introduces students to a number of questions concerning notions of home and housing in contemporary society, and how sociologists and criminologists ...",0
module_d93b5299ad38ce1f,LX5AAA,LX5AAA - Alternative Dispute Resolution,Brunel Law School,Dr Filip Balcerzak,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"The module is designed to provide students with an understanding of the key concepts of Alternative Dispute Resolution (“ ADR ”) types, i.e. arbitration, mediat...",0
module_d9e62ee543dfce09,JR5622,"JR5622 - Fake News, Images and Websites","Department of Social Sciences, Media and Communications",Dr Billur Ozgul,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"In this module you will critically engage with historical and contemporary debates about political hoaxes, fake news, images, videos and websites. The academic ...",0
module_da94be3fc1e45ec6,PP5619,PP5619 - Researching Social and Political Sciences,"Department of Social Sciences, Media and Communications",Dr Billur Ozgul,Narrow Domain (Below Interdisciplinary Aspect Thresholds),This module aims to provide a critical overview of some key methods appropriate to the field of researching political communications and suitable for Student di...,0
module_daef3fbbc1e6df59,EC2618,EC2618 - Intermediate Macroeconomics,"Department of Economics, Finance and Accounting",Miss Dilruba Karim,Saturated / Fully Covered by Primary Lead,"The main aims of the module are to: Familiarise students with the assumptions, operation and predictions of the principal macroeconomic models. Identify the rol...",1
module_db0b73dcd3884410,PH5625,PH5625 - Contemporary Theory and Clinical Application in Musculoskeletal Practice: The Lower Quadrant,Department of Health Sciences,Dr Amanda Ager,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"This module aims to develop advanced critical understanding of the current theory and science of current lower quadrant musculoskeletal practice, and to develop...",0
module_db5d2e0930616ae6,EN2612,EN2612 - Genre Fiction,Department of Arts and Humanities,Professor Jago Morrison,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"If you’re a fan of genre fiction – Detective, Gothic, Science Fiction, Fantasy, and all things in between – then this module is for you! Besides gaining an unde...",0
module_dd1fdefeab9440d8,,Nursing Practice Module for Year 3,Department of Health Sciences,Dr Allison Wiseman,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"The student will work within their role as a team member, and develop knowledge and skills enabling them to meet the NMC learning outcomes. The practice placeme...",0
module_dd83ea8887ae96a2,CW3605,CW3605 - Fiction III,Department of Arts and Humanities,Professor Jago Morrison,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"This module is designed to provide students with a comprehensive background in all aspects of contemporary fiction writing, from creative practice to publishing...",0
module_de6979a6bde36b1b,SC36XX,SC36XX - Major Final Project,"Department of Social Sciences, Media and Communications",Dr Nibedita Mukherjee,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"To develop students’ abilities to plan, design and execute a practice-based research project in the subject area of their degree programme, to communicate their...",0
module_e1d21012091f5c39,CE5642,CE5642 - Advanced Construction Materials and Building Retrofitting Technology,Department of Civil and Environmental Engineering,Dr Muhammad Shafique,Saturated / Fully Covered by Primary Lead,"To further broaden and deepen of students’ knowledge of the range of advanced construction materials; low carbon, low energy and low environmental impact constr...",1
module_e43fc6b85d68a456,DR3EEE,DR3EEE - Performing the Now,Department of Arts and Humanities,Dr Emily Baines,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"This module gives you the chance to explore a recent or emerging area of arts research in depth, surveying existing and new work and developing your own informe...",0
module_e452bd2d61ae8e1b,SC3602,SC3602 - Advanced Research Skills for History,"Department of Social Sciences, Media and Communications",Dr Alison Carrol,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"To introduce and guide students on the research and writing process for dissertations or Major Final Projects To support students to develop their reading, writ...",0
module_e524b67112c70457,PH5648,PH5648 - Science of Rehabilitation and Movement,Department of Health Sciences,Dr Dominic Orth,Narrow Domain (Below Interdisciplinary Aspect Thresholds),This module examines the science underpinning effective rehabilitation and exercise prescription. There will be a focus on the science of strength and condition...,0
module_e6d54e45aa23a084,,Algebra A,"Department of Economics, Finance and Accounting",Unassigned Lead,Sparse / Missing Syllabus Description,,0
module_e777581f54457835,CL5611,CL5611 - Process Design and Safety,Department of Chemical Engineering,Dr Bertrand Delpech,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"The aim of this module is to equip students with the tools necessary to comprehensively design, analyse and synthesise detailed chemical processes and to enable...",0
module_e7a893732ebc079d,,Power Generation from Renewable Energy,Department of Mechanical and Aerospace Engineering,Professor Harjit Singh,Narrow Domain (Below Interdisciplinary Aspect Thresholds),This module aims to provide the knowledge and understanding of the principles of electrical services design and power distribution with an emphasis on local ene...,0
module_e815c7ba9776b7aa,MU36X2,MU36X2 - Musicology 3: Cultures through Time,Department of Arts and Humanities,Dr Andra Ivanescu,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"This module explores how music and culture shape one another across historical, political and global contexts, examining how identities - including race, gender...",0
module_e8eb509cc5253f94,GD2608,GD2608 - Games Development 2: Methodologies and Practices,"Department of Social Sciences, Media and Communications",Professor Monica Degen,Sparse / Missing Syllabus Description,,0
module_e97a76358a1299b2,EN1608,EN1608 - Literature and History,Department of Arts and Humanities,Professor Jago Morrison,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"The purpose of this module is to study selected texts in light of their historical, political, cultural, religious, and other contexts. Through the study of a s...",0
module_ea638cdf2f4c9bb8,TB,Design of Fluid Services and Heat Transfer Equipment,Department of Mechanical and Aerospace Engineering,Professor Tassos Karayiannis,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"This module aims to introduce the principles and concepts underpinning the movement of fluids and the transfer of heat in building service equipment, and to dev...",0
module_eabf5896d170ddd9,EN1606,EN1606 - The Reader’s Toolkit,Department of Arts and Humanities,Dr Stuart Andrews,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"Most people take reading for granted, but active, well-informed, interpretative and critical reading is a highly advanced skill. And with the rise of AI and dis...",0
module_ead23f9caced80a6,SKILLSFORREGISTRATION(ADULT),Skills for Registration (Adult),Department of Health Sciences,Professor Ann Gallagher,Narrow Domain (Below Interdisciplinary Aspect Thresholds),This module will prepare students to demonstrate the ability to provide nursing intervention and support for people who require nursing procedures during the pr...,0
module_eae144a40128783c,JR5629,"JR5629 - News, Features and Review","Department of Social Sciences, Media and Communications",Professor Sarita Malik,Sparse / Missing Syllabus Description,,0
module_eb43ff43774753f3,,Nursing Practice Module for Year 2,Department of Health Sciences,Dr Allison Wiseman,Narrow Domain (Below Interdisciplinary Aspect Thresholds),This module is supported by the Pan London Practice Assessment Document (PLPAD) which is designed to support and guide students towards successfully achieving t...,0
module_eca729757ce7f5fa,PH5697,PH5697 - The Fundamentals of Musculoskeletal Ultrasound in the Foot and Ankle,Department of Health Sciences,Mr Arturo Lawson,Narrow Domain (Below Interdisciplinary Aspect Thresholds),The aim of this module is to provide students with a scientific and evidence based approach to the physics and instrumentation of ultrasound of the foot and ank...,0
module_ed2081bca690cb53,EN1609,EN1609 - Writing and Difference,Department of Arts and Humanities,Professor Jago Morrison,Narrow Domain (Below Interdisciplinary Aspect Thresholds),This modular block introduces key critical and cultural concepts in modern literary studies and gives students the opportunity to deepen their understanding of ...,0
module_ed66ac806ee760bf,,Pedagogy and Policy in Sport and Physical Education,Department of Life Sciences,Dr Laura Hills,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"Students will be introduced to a range of issues relating to Physical Education teaching and coaching practice, including: the history and aims, pedagogical con...",0
module_edd68675c1ff9397,,Nursing Practice Module for Year 2 (Child),Department of Health Sciences,Dr Allison Wiseman,Narrow Domain (Below Interdisciplinary Aspect Thresholds),This module will build on and enable the child nursing student to further develop their underpinning knowledge and skills required for their role in assessing a...,0
module_efd79e8c5837d392,SP1616,SP1616 - Introduction to Human Anatomy and Physiology,Department of Life Sciences,Dr Aliah Shaheen,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"This module will provide you with a foundational knowledge of human anatomy and physiology in relation to sport, health and exercise contexts, raise awareness o...",0
module_f19459a59f378887,PX3619,PX3619 - Violence and Conflict in Eastern Africa,"Department of Social Sciences, Media and Communications",Dr Hannah Whittaker,Narrow Domain (Below Interdisciplinary Aspect Thresholds),In this module students will explore the role of violence and conflict in the course of eastern Africa’s modern history. Students will gain an in depth understa...,0
module_f1f6e12e4ea5114b,,Chemical Engineering Design Project,Department of Mechanical and Aerospace Engineering,Dr Jun Xia,Narrow Domain (Below Interdisciplinary Aspect Thresholds),The aim of the design project is to allow students to take full responsibility for a major “individual” design exercise in Chemical or Biochemical Engineering w...,0
module_f214834cc770c1d6,CE5602,CE5602 - Structural Dynamics and Seismic Design,Department of Civil and Environmental Engineering,Dr Esmaeel Esmaeeli,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"To enhance the student’s perception on the dynamic behaviour of deformable bodies, to further develop the student’s knowledge on structural mechanics by focusin...",0
module_f22ff8f5698b4eb1,GY2601,GY2601 - Geographical Research Methods and GIS,Department of Social and Political Sciences,Professor Monica Degen,Narrow Domain (Below Interdisciplinary Aspect Thresholds),This module will expand students’ understanding of research methods used in both physical and human geography. It is intended to prepare students to plan and un...,0
module_f2e701048755ad0d,,Skills for Registration (Child),Department of Health Sciences,Dr Carolyn Dunford,Narrow Domain (Below Interdisciplinary Aspect Thresholds),This module aims to equip third year child field students with the underpinning knowledge and skills required for their role in providing and evaluating person-...,0
module_f316944e8c5e654c,EE2654,EE2654 - Electronic Systems,Department of Electronic and Computer Engineering,Professor John Cosmas,Narrow Domain (Below Interdisciplinary Aspect Thresholds),This module aims to provide an appreciation and understanding of the theory and operation of electronic circuit design with consideration to single and multi-de...,0
module_f3d8f55ab903b5d9,SA5638,SA5638 - Global Development: Critical Perspectives,"Department of Social Sciences, Media and Communications",Professor Nicola Ansell,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"To acquire a theoretical and historical overview of the changing relationship between the critical social sciences and global development, to understand the mul...",0
module_f40bfcfe43695185,SP1611,SP1611 - Academic and Personal Development,Department of Life Sciences,Dr Sofia Barbosa Boucas,Narrow Domain (Below Interdisciplinary Aspect Thresholds),This module supports students’ effective transition from prior learning and work-based contexts into the higher education environment and the Brunel learning co...,0
module_f506b11fecf2bfd4,ED1710,ED1710 - Issues and Perspectives in Education,Department of Education,Dr Lewis Fogarty,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"This study block aims to enable students to recognise varied roles, responsibilities and organisational cultures of the professionals who work with children, yo...",0
module_f5e0d91096b55986,,Solid Mechanics and Intro to FEA,Department of Mechanical and Aerospace Engineering,Dr Rui Ramos Cardoso,Narrow Domain (Below Interdisciplinary Aspect Thresholds),This module helps to establish a solid foundation for the analysis of solids and structures based on the fundamental principles of continuum mechanics. Students...,0
module_f6019d6380479b5c,OT5616,OT5616 - Effective Practice Education for Health and Care Professionals,Department of Health Sciences,Dr Allison Wiseman,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"This module aims to enhance the confidence, capability, and educational expertise of professionals involved in the development of current and future health and ...",0
module_f61e9350a1a56216,CO3XXC,CO3xxC - Political Satire and Comedy,"Department of Social Sciences, Media and Communications",Dr Simon Weaver,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"This module provides students with a sophisticated and critical knowledge and understanding of the relationships between politics, satire and comedy. These rela...",0
module_f6bd4d149ae4b9f2,SW5629,"SW5629 Social Justice - Theory, Policy and Practice",Department of Health Sciences,Dr Cristina Asenjo Palma,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"This study blocks aims to apply sociological concepts towards a critical understanding of society and contemporary social problems. Understanding the origins, c...",0
module_f70ecd8fa4d3ac1d,FM2639,FM2639 - Advanced Filmmaking,Department of Arts and Humanities,Dr Paul Moody,Narrow Domain (Below Interdisciplinary Aspect Thresholds),This module allows you to develop your film practice and production skills further. You will continue developing skills learnt in level 4 in relation to filmmak...,0
module_f74479644438a9f4,SKILLSFORREGISTRATION(CHILD),Skills for Registration (Child),Department of Health Sciences,Dr Carolyn Dunford,Narrow Domain (Below Interdisciplinary Aspect Thresholds),This module will prepare students to demonstrate the ability to provide nursing intervention and support for children and young people who require nursing proce...,0
module_f7bc77b4ddee8d74,DR2629,DR2629 - Music Theatre,Department of Arts and Humanities,Dr Emily Baines,Narrow Domain (Below Interdisciplinary Aspect Thresholds),Create and perform exciting music theatre work. This module introduces you to the compelling ways in which music contributes to theatre and performance. You wil...,0
module_f7dcd6ad95dbce4f,PROFESSIONALISMANDTHEDEVELOPINGOCCUPATIONALTHERAPIST4:PREPARINGFORCAREERDEVELOPMENTANDPROFESSIONALPRACTICE,OT3607 - Professionalism and the Developing Occupational Therapist 4: Preparing for career development and professional practice,Department of Health Sciences,Ms Tai Frater,Narrow Domain (Below Interdisciplinary Aspect Thresholds),This module aims to enable learners to consider key dimensions in their transition from pre-registration learner to registrant occupational therapist. The modul...,0
module_f8367e524448bc10,ES5633,ES5633 - Natural Resources and Solid Waste Management,Department of Chemical Engineering,Dr Kok Siew Ng,Saturated / Fully Covered by Primary Lead,"This module explores the principles and practices of sustainable natural resource and solid waste management, addressing the complex interactions between enviro...",1
module_f8810281aa7adbc8,EN2605,EN2612 - Genre Fiction,Department of Arts and Humanities,Professor Jago Morrison,Narrow Domain (Below Interdisciplinary Aspect Thresholds),This module will investigate the concept of genre fiction in twentieth and twenty-first century literature and explore how genre shapes the production and recep...,0
module_f895e5c2ac22cad8,ED5705,ED5705 - Issues and Perspectives in Education,Department of Education,Dr Saima Salehjee,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"The aims of this study block are to know and understand a range of issues and debates in the contemporary field of education, to understand the policy context o...",0
module_f8fabc8ef50536d3,CY3608,CY3608 - Capitalism and Sex,Department of Social and Political Sciences,Dr Sara De Benedictis,Narrow Domain (Below Interdisciplinary Aspect Thresholds),This module will examine the relationship between capitalism and sex through a number of theoretical lenses which explore how sex intersects with the generation...,0
module_f9484b6337d4e7f4,GY3610,GY3610 - Modern Slavery and Human Trafficking,"Department of Social Sciences, Media and Communications",Dr Ayushman Bhagat,Narrow Domain (Below Interdisciplinary Aspect Thresholds),This module provides a ‘meta-critique’ of both the dominant and critical claims related to modern slavery and human trafficking. The module aims to introduce st...,0
module_f96c132b70a1a3f7,ED1712,ED1712 - Education and Society,Department of Education,Dr Saima Salehjee,Narrow Domain (Below Interdisciplinary Aspect Thresholds),This study block aims to enable students to develop an understanding of the structure and provision of education in the UK and key historical development to the...,0
module_faa43660fd96c052,SA3634,SA3634 - Contemporary Worlds,"Department of Social Sciences, Media and Communications",Dr Isak Niehaus,Narrow Domain (Below Interdisciplinary Aspect Thresholds),To explore approaches to contemporary issues in anthropology and cognate disciplines.,0
module_faa816ce7a7dc6d2,CY2611,"CY2611 - Victims: Crime, Social Harm and Justice",Department of Social and Political Sciences,Dr Anamika Twyman-Ghoshal,Narrow Domain (Below Interdisciplinary Aspect Thresholds),The module will introduce students to criminal justice policies and practices that relate to victims and enable them to think critically about who we consider t...,0
module_fb5101d716d941cb,JR2616,JR2616 - Crime and Court Reporting,"Department of Social Sciences, Media and Communications",Dr Anamika Twyman-Ghoshal,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"This module will develop proficiencies and competence from reporting in different courts, both Magistrates and Crown Court. It will develop an insightful workin...",0
module_fbc5ad44ae0a9cfa,NURSINGPRACTICEMODULEFORPART3,Nursing Practice Module for Part 3,Department of Health Sciences,Dr Allison Wiseman,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"The aim of this module is to provide opportunities for the nursing student to expand their knowledge and skills of nursing care, leadership, managing nursing ca...",0
module_fc86afc52e61ba85,TB,Principles inHeat and Mass Transfer,Department of Mechanical and Aerospace Engineering,Professor Tassos Karayiannis,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"This module aims to present theory and practical concepts of single and two-phase heat transfer, to extend the analytical study of heat and mass transfer and ap...",0
module_fcc388cf9e5022ac,MA2619,MA2619 - Applied Statistics,Department of Mathematics,Professor Keming Yu,Narrow Domain (Below Interdisciplinary Aspect Thresholds),Aims to introduce and consolidate the notions of single and multivariable probability. Introduce statistical tools and explain their use in extracting and/or in...,0
module_fd16ee1075c39556,SA5637,"SA5637 - Kinship, Sex and Gender","Department of Social Sciences, Media and Communications",Dr Isak Niehaus,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"This course introduces students to some of the key social anthropological literature on kinship, gender and sexuality. These include general themes such as univ...",0
module_ff3debf06f234375,,EN2613 - Literatures of Inequality: Global Fictions,Department of Arts and Humanities,Dr Kate Houlden,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"Contemporary globalisation has brought us cheap food, cheap clothing, and cheap goods, including the smartphone, tablet, or laptop you are probably reading this...",0
